course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
AFRS BC2006,INTRODUCTION AFRICAN DIASPORA,"Interdisciplinary and thematic approach to the African diaspora in the Americas: its motivations, dimensions, consequences, and the importance and stakes of its study. Beginning with the contacts between Africans and the Portuguese in the 15th century, this class will open up diverse paths of inquiry as students attempt to answer questions, clear up misconceptions, and challenge assumptions about the presence of Africans in the New World.",Tamara Walker,11:40am,12:55pm,00486,,X2006-20251-001,INTRODUCTION AFRICAN DIAS,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X2006-20251-001/,To be announced,,,3,,TR,20251AFRS2006X001,LECTURE
AFRS BC3532,ROMARE BEARDEN:HOME IS HARLEM,"Prerequisites: This course is limited to 20 students Romare Bearden: Home is Harlem, is an exploration into one of the greatest American artists finding home in Harlem. The noted painter, collagist, intellectual and advocate for the arts, spent his childhood and young adult life in Harlem. Known for chronicling the African-American experience, he found rich sources for artistic expression in the Manhattan neighborhoods above 110th Street.",Deidra Harris-Kelley,10:10am,12:00pm,00247,,X3532-20251-001,ROMARE BEARDEN:HOME IS HA,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X3532-20251-001/,To be announced,,,4,,W,20251AFRS3532X001,SEMINAR
AFRS BC3552,BLACK WOMEN STYLE&PERFRMNCE,,Shirley Taylor,12:10pm,2:00pm,00018,,X3552-20251-001,BLACK WOMEN STYLE & PERFRMNCE,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X3552-20251-001/,To be announced,,,4,,F,20251AFRS3552X001,SEMINAR
AFRS BC3565,Apollo: History & Culture in Harlem,"The Apollo: History & Culture, will survey the Apollo’s early history, pre-1934 when the theater opened to its present-day evolution as a performing arts center with an expanding footprint on 125th Street.
  
Apollo’s role is American entertainment and global influence. Early Apollo performers paved the way for some of today’s most popular entertainers. We look at the impact of performers over several decades and the ways in which performers and performances at the Apollo influenced American entertainment through music, dance, comedy and more.
  
Students are encouraged to attend events at the Apollo relative to our discussions for deeper exploration of the topic. Dates, times, and links for events will be provided in advance.  Additionally, attendance at performances and events taking place at Harlem Semester member institutions and relevant to our topic, is encouraged.",Shirley Taylor,10:10am,12:00pm,00019,,X3565-20251-001,History & Culture in Harl,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/X3565-20251-001/,To be announced,,,4,,F,20251AFRS3565X001,SEMINAR
AFRS GU4100,Slavery and Freedom in Latin America,"This course focuses on the long history of slavery and the many meanings of freedom in Latin America. We will trace the institution’s origins in the sixteenth century through its eventual abolition in the 19th, from Spanish Florida to South America and numerous places in between. In the process, we will compare how enslaved people across the region understood, challenged, and survived their condition, in rural agricultural settings, urban centers, and private households. We will also examine the role of gender, sexuality, religious practice, and legal systems in shaping the lived experiences of enslaved people as well as the kinds of opportunities they were able to carve out for themselves and their loved ones.
  
 
  
Course readings will draw from primary sources and historical scholarship related to a range of relevant topics, as well as a vast visual and artistic corpus including watercolors, portraits, films, television programs, and modern advertising campaigns.
  
 
  
This course is intended for both advanced undergraduates and graduate students. Graduate students will occasionally consult additional readings or materials each week and submit an 18- to 20-page paper at the end of the term.",Tamara Walker,2:10pm,4:00pm,00483,,W4100-20251-001,Slavery & Freedom in Lat.,Africana Studies (AFSB),AFRS,,https://doc.sis.columbia.edu/subj/AFRS/W4100-20251-001/,To be announced,,,4,,T,20251AFRS4100W001,SEMINAR
AHIS BC1002,INTRODUCTION TO ART HISTORY II,"The second part of the Introduction to Art History goes from about 1400 to 2015, circles the world, and includes all media. It is organized around one theme for each lecture, and approximately 100 works of art. Visits to New York museums and discussions sections are crucial parts of the course.",Dorota Biczel,2:40pm,3:55pm,00002,,X1002-20251-001,INTRODUCTION TO ART HISTO,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X1002-20251-001/,To be announced,,,4,,MW,20251AHIS1002X001,LECTURE
AHIS BC2001,DRAWING STUDIO,"This course will explore drawing as an open-ended way of working and thinking that serves as a foundation for all other forms of visual art. The class is primarily a workshop, augmented by slides lectures and videos, homework assignments and field trips. Throughout the semester, students will discuss their work individually with the instructor and as a group. Starting with figure drawing and moving on to process work and mapping and diagrams, we will investigate drawing as a practice involving diverse forms of visual culture.",Jozefina Chetko,2:10pm,6:00pm,00003,,X2001-20251-001,,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2001-20251-001/,To be announced,,,3,,R,20251AHIS2001X001,STUDIO
AHIS BC2006,PAINTING II,"A continuation of painting I - III, open to all skill levels. Students will further develop techniques to communicate individual and collective ideas in painting. This course will focus on individual and collaborative projects designed to explore the fundamental principles of image making. Students acquire a working knowledge of traditional studio skills and related concepts in contemporary art through class critiques, discussion, and individual meetings with the professor. Reading materials will provide historical and philosophical background to the class assignments. Class projects will range from traditional to experimental and multi-media. Image collections will be discussed in class with an awareness of contemporary image production.",,2:10pm,6:00pm,00004,,X2006-20251-001,,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2006-20251-001/,To be announced,,,3,,W,20251AHIS2006X001,STUDIO
AHIS BC2008,PAINTING IV,"A continuation of painting I - III, open to all skill levels. Students will further develop techniques to communicate individual and collective ideas in painting. This course will focus on individual and collaborative projects designed to explore the fundamental principles of image making. Students acquire a working knowledge of traditional studio skills and related concepts in contemporary art through class critiques, discussion, and individual meetings with the professor. Reading materials will provide historical and philosophical background to the class assignments. Class projects will range from traditional to experimental and multi-media. Image collections will be discussed in class with an awareness of contemporary image production.",Jozefina Chetko,2:10pm,6:00pm,00005,,X2008-20251-001,,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2008-20251-001/,To be announced,,,3,,W,20251AHIS2008X001,STUDIO
AHIS BC2355,APOCALYPSE,"This lecture course explores how art and architecture responded to changing attitudes toward death, the afterlife, and the end of the world over the course of the European Middle Ages, from early Christian Rome to the dawn of the Protestant Reformation in Germany. Medieval illustrations of the Book of Revelation in New York collections will play a central role in discussions of plague, rapture, and “eschatology”—or concerns over the fate of the soul at the end of time. We will analyze the visual culture associated with ordinary people preparing for their own death and the deaths of loved ones, saints and Biblical figures whose triumph in death served as exemplars for the living, and institutional and individual anxieties over humankind’s destiny on Judgment Day. Artworks under consideration will encompass various media and contexts, including monumental architecture and architectural relief sculpture, tomb sculpture, wall painting, manuscript painting, reliquaries, and altarpieces. The course satisfies the major requirement's historical period of 400-1400. Note course requires 1 hour weekly TA discussion sections to be arranged.",Gregory Bryda,4:10pm,5:25pm,00006,,X2355-20251-001,,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X2355-20251-001/,To be announced,,,4,,MW,20251AHIS2355X001,LECTURE
AHIS BC3003,SUPERVISED PROJ PHOTOGRAPHY,"In this course, you will conduct independent projects in photography in a structured setting under faculty supervision.  You are responsible for arranging for your photographic equipment in consultation with the instructor.
  
This course will afford you a framework in which to intensively develop a coherent body of photographs, critique this work with your classmates, and correlate your goals with recent issues in contemporary photography.  
  
Students are required to enroll in an additional fifteen contact hours of instruction at the International Center for Photography. Courses range from one-day workshops to full-semester courses. 
  
Permission of instructor only.  The class will be limited to 20 students.",John Miller,4:10pm,6:00pm,00007,,X3003-20251-001,SUPERVISED PHOTO PROJECTS,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3003-20251-001/,To be announced,,,4,,M,20251AHIS3003X001,STUDIO
AHIS BC3031,IMAGERY AND FORM IN THE ARTS,"Operation of imagery and form in dance, music, theater, visual arts and writing; students are expected to do original work in one of these arts. Concepts in contemporary art will be explored.",Joan Snitzer,2:10pm,5:00pm,00008,,X3031-20251-001,IMAGERY AND FORM IN THE A,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3031-20251-001/,To be announced,,,4,,M,20251AHIS3031X001,SEMINAR
AHIS BC3531,ADVANCED SENIOR STUDIO II,"Advanced Senior Studio II is a critique class that serves as a forum for senior Visual Arts majors to develop and complete one-semester studio theses.  The priorities are producing a coherent body of studio work and understanding this work in terms of critical discourse.  The class will comprise group critiques and small group meetings with the instructor. Field trips and visiting artist lectures will augment our critiques. Please visit: 
https://arthistory.barnard.edu/senior-thesis-project-art-history-and-visual-arts-majors",John Miller,2:10pm,6:00pm,00009,,X3531-20251-001,,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3531-20251-001/,To be announced,,,4,,T,20251AHIS3531X001,STUDIO
AHIS BC3673,INTRO HISTORY OF PHOTOGRAPHY,"This course will survey selected social, cultural and aesthetic or technical developments in the history of photography, from the emergence of the medium in the 1820s and 30s through to the present day. Rather than attempt comprehensively to review every aspect of photography and its legacies in the nineteenth, twentieth and twenty-first centuries, the course will instead trace significant developments through a series of case studies. Some of the latter will focus on individuals, genres or movements, and others on various discourses of the photographic image.  Particular attention will be placed on methodological and theoretical concerns pertaining to the medium.",Alexander Alberro,4:10pm,5:25pm,00010,,X3673-20251-001,INTRO HISTORY OF PHOTOGRA,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3673-20251-001/,To be announced,,,4,,TR,20251AHIS3673X001,LECTURE
AHIS BC3842,DESIGN DESIGNING I,"Everything we contact has been designed. Design makes and unmakes desires on a global scale. It organizes our lives—from the way we move to the interface that tracks our movements. We’ve trained for the end for a while now, apocalypse is announced on every image channel. In a world, soon impossible to physically inhabit, the things we consume now consume us. The stakes have never been higher. To make a new world, we must use design.
  
Our planet need not be disposed. It is an infrastructure for another one. To make contact with it we need to understand design as a value system for propelling possibility, not possession. The designed world requires new relation to things and fullness of use. As we read, write, experience and make our own projects, 
Designing Design 
helps us: acquire intimate knowledge of how we got here, recognize our historical allies and foes, and foster imagination and intelligence to live and make responsibly.
  
This course requires no prior design experience.",Jozefina Chetko,2:10pm,6:00pm,00011,,X3842-20251-001,,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3842-20251-001/,To be announced,,,4,,T,20251AHIS3842X001,SEMINAR
AHIS BC3867,Photo as Material: A Studio Lab in Inter,"Contemporary practitioners of photography often treat photos as not just images to look at but materials to manipulate. They create objects that echo the basic elements of the medium—light and lens—and use altered or expired photo paper. They assemble physical albums, fictional archives, and sculptural installations. They play with the circulation of images online, or share virtual experiences of spaces via printed images.
  
In this course, we will look projects from recent decades that examine and expand the parameters of photography, including works by Liz Deschenes, David Horvitz, Zoe Leonard, Allison Rossiter, Stephanie Syjuco, and Wolfgang Tillmans. Via writing exercises, material experiments, and generative prompts, students will create their own research-informed projects that push photography beyond the screen or frame and into the material world.",Mira Dayal,10:10am,2:00pm,00012,,X3867-20251-001,Photo as Material: A Stud,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3867-20251-001/,To be announced,,,3,,M,20251AHIS3867X001,STUDIO
AHIS BC3877,"British Portraits: Identity, Empire, and","This course explores the making, cultural significance, and display of British portraiture from the end of the seventeenth to the early nineteenth century. It explores how portraits engaged with questions of class, race, gender, and empire during an era of rapid historical and cultural transformation, as well as the subsequent collecting and exhibition of British portraits within the post-colonial context of American museums. Taught through a combination of seminar discussions and excursions to New York museums, this course is also designed to give students an introduction to various aspects of curatorial practice and to professional writing within a museum setting.",Adam S Eaker,10:10am,12:00pm,00014,,X3877-20251-001,Brit Portraits Id Empire,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3877-20251-001/,To be announced,,,4,,M,20251AHIS3877X001,SEMINAR
AHIS BC3960,SENIOR RESEARCH SEMINAR,Prerequisites: Course open to Barnard Art History majors only. Independent research for the senior thesis. Students develop and write their senior thesis in consultation with an individual faculty adviser in Art History and participate in group meetings scheduled throughout the senior year.,Rosalyn Deutsche,6:10pm,8:00pm,00015,,X3960-20251-001,,Art History @Barnard,AHIS,,https://doc.sis.columbia.edu/subj/AHIS/X3960-20251-001/,To be announced,,,3,,T,20251AHIS3960X001,INDEPENDENT
AHMM UN3320,MUSIC IN EAST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,Thomas T Wetmore,10:10am,11:25am,10799,,V3320-20251-001,,Music,AHMM,,https://doc.sis.columbia.edu/subj/AHMM/V3320-20251-001/,To be announced,In-Person,,3,,MW,20251AHMM3320V001,LECTURE
AHMM UN3320,MUSIC IN EAST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,George H Murer,5:40pm,6:55pm,10803,,V3320-20251-002,,Music,AHMM,,https://doc.sis.columbia.edu/subj/AHMM/V3320-20251-002/,To be announced,In-Person,,3,,MW,20251AHMM3320V002,LECTURE
AHMM UN3320,MUSIC IN EAST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,Thomas T Wetmore,10:10am,11:25am,10804,,V3320-20251-003,,Music,AHMM,,https://doc.sis.columbia.edu/subj/AHMM/V3320-20251-003/,To be announced,In-Person,,3,,TR,20251AHMM3320V003,LECTURE
AHMM UN3320,MUSIC IN EAST ASIA,A topical approach to the concepts and practices of music in relation to other arts in the development of Asian civilizations.,Katie M Cooke,5:40pm,6:55pm,10805,,V3320-20251-004,,Music,AHMM,,https://doc.sis.columbia.edu/subj/AHMM/V3320-20251-004/,To be announced,In-Person,,3,,TR,20251AHMM3320V004,LECTURE
AHUM UN1399,COLLOQUIUM ON MAJOR TEXTS,"Readings in translation and discussion of texts of Middle Eastern and Indian origin. Readings may include the Quran, Islamic philosophy, Sufi poetry, the Upanishads, Buddhist sutras, the Bhagavad Gita, Indian epics and drama, and Gandhis Autobiography.",Rohini S Shukla,4:00pm,6:00pm,00246,,W1399-20251-002,,Asian and Middle East @Barnard,AHUM,,https://doc.sis.columbia.edu/subj/AHUM/W1399-20251-002/,To be announced,,,4,,R,20251AHUM1399W002,COLLOQUIA
AHUM UN1399,COLLOQUIUM ON MAJOR TEXTS,"Readings in translation and discussion of texts of Middle Eastern and Indian origin. Readings may include the Quran, Islamic philosophy, Sufi poetry, the Upanishads, Buddhist sutras, the Bhagavad Gita, Indian epics and drama, and Gandhis Autobiography.",Nathanael P Shelley,10:10am,12:00pm,00249,,W1399-20251-001,,Asian and Middle East @Barnard,AHUM,,https://doc.sis.columbia.edu/subj/AHUM/W1399-20251-001/,To be announced,,,4,,T,20251AHUM1399W001,COLLOQUIA
AHUM UN1399,COLLOQUIUM ON MAJOR TEXTS,"Readings in translation and discussion of texts of Middle Eastern and Indian origin. Readings may include the Quran, Islamic philosophy, Sufi poetry, the Upanishads, Buddhist sutras, the Bhagavad Gita, Indian epics and drama, and Gandhis Autobiography.",Wael Hallaq,4:10pm,6:00pm,11369,,V1399-20251-003,,"Middle Eastern, South Asian and African Studies",AHUM,https://en.wikipedia.org/wiki/Wael_Hallaq,https://doc.sis.columbia.edu/subj/AHUM/V1399-20251-003/,To be announced,In-Person,,4,,T,20251AHUM1399V003,COLLOQUIA
AHUM UN1400,COLLOQUIUM ON MAJOR TEXTS,"This course explores the core classical literature in Chinese, Japanese and Korean Humanities. The main objective of the course is to discover the meanings that these literature offer, not just for the original audience or for the respective cultures, but for us. As such, it is not a survey or a lecture-based course. Rather than being taught what meanings are to be derived from the texts, we explore meanings together, informed by in-depth reading and thorough ongoing discussion.",David L Moerman,2:10pm,4:00pm,00576,,V1400-20251-002,COLLOQ ON MAJOR TEXTS: E ASIA,Asian and Middle East @Barnard,AHUM,,https://doc.sis.columbia.edu/subj/AHUM/V1400-20251-002/,To be announced,,,4,,W,20251AHUM1400V002,COLLOQUIA
AMST BC1001,WHAT IS AMERICAN STUDIES?,"Prerequisites: None Corequisites: None What is America? Who is American? How do we live in America? This new lecture course will introduce you to the dynamic, inter-disciplinary field of American Studies.",Lisa Jahn,2:40pm,4:00pm,00020,,X1001-20251-001,,American Studies @Barnard,AMST,,https://doc.sis.columbia.edu/subj/AMST/X1001-20251-001/,To be announced,,,4,,MW,20251AMST1001X001,LECTURE
AMST BC3704,SENIOR RESEARCH ESSAY SEMINAR,,Jennie Kassanoff,2:10pm,4:00pm,00031,,X3704-20251-001,,American Studies @Barnard,AMST,,https://doc.sis.columbia.edu/subj/AMST/X3704-20251-001/,To be announced,,,4,,T,20251AMST3704X001,SEMINAR
AMST BC3704,SENIOR RESEARCH ESSAY SEMINAR,,Vrinda Condillac,2:10pm,4:00pm,00032,,X3704-20251-002,,American Studies @Barnard,AMST,,https://doc.sis.columbia.edu/subj/AMST/X3704-20251-002/,To be announced,,,4,,T,20251AMST3704X002,SEMINAR
ANTH GR6055,SECOND YEAR DOCTORAL PROPOSAL SEMINAR,"Prerequisites: 2ND YEAR PHD STATUS IN GOOD STANDING Corequisites: ANTH G6205 Within this seminar, one will master the art of research design and proposal writing, with special emphasis on the skills involved in writing a dissertation prospectus and research proposals that target a range of external funding sources. Foci include: bibliography development; how one crafts and defends a research problem; the parameters of human subjects research - certification; and the key components of grant proposal design. Required of, and limited to, all Second Year PHD anthropology students.",Paige West,2:10pm,4:00pm,10593,,G6055-20251-001,2ND YR DOCTORAL PROPOSAL,Anthropology,ANTH,,https://doc.sis.columbia.edu/subj/ANTH/G6055-20251-001/,To be announced,In-Person,,4,ANTH G6205,M,20251ANTH6055G001,SEMINAR
ANTH GR6162,Contemporary Archaeological Theory,"Archaeology is a sprawling, messy discipline and the role that theory does, should, and might play in the process of archaeological data collection, analysis, and interpretation has been highly contested. Archaeologists argue over whether there is such a thing as a stand-alone ‘archaeological theory’ and what kinds of theory from other disciplines should (or should not!) be imported. This course explores a range of recent theoretical conversations, orientations, and interventions within archaeology, with an eye to understanding what is currently at stake – and what is contested – in how archaeologists think about making archaeological knowledge in the contemporary moment. In doing so, this course encourages students to think about theory in archaeology as an important form of “practical knowledge” or “know how” for archaeologists (cf. Lucas 2018).",Hannah Chazin,10:10am,12:00pm,10714,,G6162-20251-001,CONTEMP ARCH THEORY,Anthropology,ANTH,,https://doc.sis.columbia.edu/subj/ANTH/G6162-20251-001/,To be announced,On-Line Only,,3,,W,20251ANTH6162G001,SEMINAR
ANTH GR6192,EXHIBITION PRAC-GLOBAL CONTEXT,"Prerequisites: ANTH G6352 Museum Anthropology: history and theory / ANTH G6353 Politics and Practice of Museum Exhibitions; G9110, G9111 and the instructors permission. Corequisites: ANTH G6353. This course addresses the practical challenges entailed in the process of creating a successful exhibition. Developing an actual curatorial project, students will get an opportunity to apply the museum anthropology theory they are exposed to throughout the program. They will be given a hands-on approach to the different stages involved in the curation of a show, from the in-depth researching of a topic to the writing, editing and design of an exhibition that will be effective for specific audiences.",Cine Ostrow,4:10pm,6:00pm,10986,,G6192-20251-001,,Anthropology,ANTH,,https://doc.sis.columbia.edu/subj/ANTH/G6192-20251-001/,To be announced,In-Person,,3,"ANTH G6352
ANTH G6353
ANTH G6353
G9110
G9111",T,20251ANTH6192G001,SEMINAR
ANTH GR6212,PRIN/APPL-SOC & CULTRL ANTHROP,"Prerequisites: ANTH G4201 Principles and Applications of Social and Cultural Anthropology and the instructors permission. Focus on research and writing for the Masters level thesis, including research design, bibliography and background literature development, and writing. Prerequisites: ANTH G4201 Principles and Applications of Social and Cultural Anthropology",Ellen Marakowitz,12:10pm,2:00pm,11023,,G6212-20251-001,,Anthropology,ANTH,,https://doc.sis.columbia.edu/subj/ANTH/G6212-20251-001/,To be announced,In-Person,,3,"ANTH G4201
ANTH G4201",R,20251ANTH6212G001,SEMINAR
